,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
21-4207,SMTDRSO,None, M. Le Président,,,17 Chemin Joli Fond - Basse-Terre - BP 560,97410,Saint-Pierre,,02-62-71-28-18,,02-62-71-28-22,djcp@ileva.re,http://smtd-rso.e-marchespublics.com,http://smtd-rso.e-marchespublics.com,,,,,False,False,,False,False
21-4028,CCIDL,20004038400121,,,FRI11,4b rue du Maréchal Joffre,24700,Montpon Menesterol,,,,,annie.teulet@ccidl.fr,https://ccidl.fr/,http://marchespublics.dordogne.fr,,,,,False,True,,False,True
21-18946,CENTRE HOSPITALIER UNIVERSITAIRE,26140093100018,,,FRD1,AVENUE DE LA COTE DE NACRE,14033,Caen,,(+33) -02-31-06-53-33,,(+33) -02-31-06-49-13,desaintroman-a@chu-caen.fr,https://www.chu-caen.fr/,,,,,,False,True,,False,True
21-8524,CITIVIA SPL,None,,,FRF12,5 rue Lefebvre (Adresse des bureaux: 24 rue Carl Hack 68100 MULHOUSE),68053,Mulhouse cedex 01,,(+33) 3-89-43-87-67,,(+33) 3-89-59-97-04,juridique@citivia.fr,http://www.citivia.fr/fr,https://portail.alsacemarchespublics.eu/,,https://alsacemarchespublics.eu/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=27246&orgAcronyme=b0f,https://alsacemarchespublics.eu/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=27246&orgAcronyme=b0f,,False,True,,False,True
21-41210,,,,,,,,,,,,,,,,,,,,,,,,
21-28,Communauté de Cnes Terres de Montaigu,None,,,FR,"35, Avenue Villebois Mareuil - Montaigu",85607,Montaigu-Vendée Cedex,,,,,marches@terresdemontaigu.fr,http://www.terresdemontaigu.fr,http://www.marches-securises.fr,,,,,True,False,,False,True
21-18981,COMMUNAUTE COMMUNES REG BAR SUR AUBE,None,,,FRF22,4 boulevard du 14 juillet,10202,Bar sur Aube cedex,,,,,contact.ccrb@barsuraube.org,https://www.xmarches.fr,https://www.xmarches.fr,,,,,False,True,,False,True
21-19981,Ccinca,TVAFR18060001,,Daj,FRL03,20 Bld carabacel CS 11259,06005,Nice cedex 1,,(+33) 4-93-13-74-23,,(+33) 4-93-13-75-00,marches@cote-azur.cci.fr,http://www.cote-azur.cci.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=699079&orgAcronyme=l2m,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=613898&orgAcronyme=l2m,,False,True,,False,True
21-7547,CA EPERNAY COTEAUX ET PLAINE CHAMPAGNE,20006768400015,,Service Commun Marchés Publics,FRF23,Place du 13éme RG,51200,Epernay,,(+33) -03-26-53-37-09,,,marches@epernay-agglo.fr,https://www.epernay-agglo.fr/,http://www.xmarches.fr/,,,,,True,False,,False,True
21-26882,SEM ARAC OCCITANIE,None," JOUBERT Aurélien, Directeur général",,,"117 rue des Etats Généraux, CS19536",34961,Montpellier,,,,,contact@arac-occitanie.fr,http://www.arac-occitanie.fr,http://marches-publics.info,,,,,False,False,,False,False
21-4672,Ville de Cavaillon,None,,Mairie de Cavaillon,FR,"Place Joseph Guis, BP 80037",84301,Cavaillon Cedex,,(+33) 4-90-71-96-25,,,commande.publique@ville-cavaillon.fr,http://www.cavaillon.com,http://www.achatpublic.com,,,,,True,False,,False,True
21-4805,CIAS DRONNE ET BELLE,20004579700012,,,FRI11,Zae Pierre Levée,24310,Brantome En Perigord,,(+33) 5-53-05-77-14,,,contact@ciasdronneetbelle.fr,http://www.dronneetbelle.fr,http://marchespublics.dordogne.fr,,,,,False,True,,False,True
21-4682,CCI de Nice Côte d'Azur,18060001,,,FRL03,20 Boulevard Carabacel,06005,NICE,,(+33) 4-93-13-74-23,,(+33) 4-93-13-75-00,marches@cote-azur.cci.fr,http://www.cote-azur.cci.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
20-156915,Préfecture de Police de Paris,None,M. le Préfet de Police,,,1 bis rue de lutèce,75195,paris cedex 04,,,,,,http://www.prefecturedepolice.interieur.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-12268,Ville d'Unieux,21420316800015,,,FRK25,Place Charles Crouzet,42240,Unieux,,(+33) 4-77-40-30-80,,(+33) 4-77-56-23-41,mairie-unieux@unieux.fr,http://www.ville-unieux.fr,http://www.loire.fr/e-marchespublics,,,,,False,True,,False,True
21-1811,Mairie de Panazol,None,,,FRI23,avenue Jean Monnet,87350,PANAZOL,,,,,comptabilite@mairie-panazol.fr,http://www.mairie-panazol.fr,https://agglo-limoges.e-marchespublics.com,,,,,False,True,,False,True
21-9538,Mairie de Dourges,None,,MAIRIE DE DOURGES,FRE12,Rue Gambetta,62119,DOURGES,,(+33) 3-21-69-87-82,,(+33) 3-21-76-12-38,mairie.marchespublics.dourges@gmail.com,http://mairiedourges.free.fr,https://dourges.synapse-entreprises.com/,,,,,False,True,,False,True
21-1055,Ville d'Hérouville Saint-Clair,None,,DRF/SMPA.,FRD11,Place François Mitterrand,14200,Hérouville-Saint-Clair,,(+33) 2-31-45-32-62,,,marche-public@herouville.net,https://www.herouville.net/,https://www.achatpublic.com/,,,https://www.achatpublic.com,,False,True,,False,True
21-39042,UPPA,None,Mme Pavot Béatrice,,,DAC - Avenue de l'université - BP 576,64012,Pau cedex,,05-59-40-75-39,,05-59-40-77-72,achats-publics@univ-pau.fr,http://www.univ-pau.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
21-18668,SDIS25,None,"M. JACOULET Frédéric, Achats et Marches publics",,,"10, chemin de la Clairière",25042,Besançon,,03-81-85-37-20,,,frederic.jacoulet@sdis25.fr,http://www.pompiers25.fr,http://www.klekoon.com,,,,,False,False,,False,False
21-7269,Commune LE MENE,None,,,FRH01,"24, L Croix Jeanne EVEN - COLLINEE",22330,LE MENE,,(+33) 2-96-31-47-17,,,michael.dorilas@mene.fr,https://marches.megalisbretagne.org,https://marches.megalisbretagne.org,,,,,False,True,,False,True
21-34058,SEMARELP,77572635900075,,,FR105,41 rue Camille Pelletan,92300,Levallois Perret,,(+33) 1-41-27-14-75,,,ahalipre@semarelp.com,http://www.semarelp.fr,http://www.semarelp.fr,,http://www.semarelp.fr,http://www.semarelp.fr,,False,True,,False,True
21-7922,Communauté Urbaine d'Arras,None,,,FRE12,LA CITADELLE 146 Allée du Bastion de la Reine CS 10345,62026,Arras cedex,,(+33) 3-21-21-86-50,,,b.hulot@cu-arras.org,http://www.cu-arras.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-1503,CA D EPINAL,None,Michel HEINRICH,,,4 rue Louis meyer,88190,Golbey,,,,,,http://www.agglo-epinal.fr,http://www.xmarches.fr,,,,,False,False,,False,False
21-3984,Ville de Biarritz,None,,,FRI15,12 avenue Edouard VII - B.P. 58,64200,Biarritz,,,,,marche@biarritz.fr,https://www.ville.biarritz.fr,https://www.demat-ampa.fr,,,,,False,True,,False,True
21-20484,CHU SAINT ETIENNE,None,,,FRK25,DIRECTION DES ACHATS ET DE LA LOGISTIQUE,42055,Saint etienne cedex 02,,(+33) 4-77-12-79-06,,(+33) 4-77-12-73-15,ght.marchesjuristes@chuse.fr,http://www.chu-st-etienne.fr,,,,,,False,True,,False,True
21-20816,CTRE DEP GEST FONCTION PUB TERRITORIAL,28410007000036,,,FRB05,3 Rue Franciade,41260,La Chaussée-Saint-Victor,,(+33) 2-54-56-28-50,,(+33) 2-54-56-28-55,cdg41@wanadoo.fr,http://www.pro-marchespublics.com,http://www.pro-marchespublics.com,,http://www.pro-marchespublics.com,http://www.pro-marchespublics.com,,False,True,,False,True
21-27919,SDIS de la Réunion,None,,Service commande publique,FRY4,94 rue Monthyon - BP 2011,97487,Saint-denis cedex,RE,(+33) 2-62-90-48-82,,(+33) 2-62-90-76-24,marches@sdis974.re,http://www.achatpublic.com,http://www.achatpublic.com,,,,,False,True,,False,True
21-2899,L AGENCE REGIONALE,83424504500010,,,FRJ13,3840 avenue Georges Frêche,34477,Perols cedex,,,,,correspondre@aws-france.com,http://www.agence-adocc.com/,http://marchespublics.agence-adocc.com,,,,,True,False,,False,True
21-6767,RTM EST METROPOLE,None,,,FRL04,Entité Marchés Publics - Bureau secrétariat - 80 Bd du Métro,13013,Marseille,,(+33) -04-91-10-52-25,,(+33) -04-91-10-52-59,marchespublics@rtm.fr,https://www.achatpublic.com,https://www.achatpublic.com,,,,,False,True,,False,True
21-32037,Ville de Marignier,None, Le Maire,,,"Mairie, 43, avenue de la Mairie BP 303",74970,MARIGNIER,,04-50-34-60-22,,04-50-34-68-77,marches-publics@ville-marignier.fr,http://www.ville-marignier.fr,http://www.mp74.fr,,,,,False,False,,False,False
21-3989,Mairie de Bruguières,None,,CARINE REY,FRJ23,19 Place de la République,31150,BRUGUIERES,,(+33) 5-62-22-97-73,,,carine.rey@mairie-bruguieres.fr,http://www.mairie-bruguieres.fr/,http://mairie-bruguieres.e-marchespublics.com,,,,,False,True,,False,True
21-627,Mairie de Limonest,None," VINCENT Max, Maire",,,225 Avenue Général de Gaulle BP 69760,69760,Limonest,,04-72-52-57-00,,,sandra.luneau@limonest.fr,https://www.limonest.fr/,,,,,,False,False,,False,False
21-12018,CHU REIMS,26510005700487,,,FRF23,45 rue Cognacq-Jay,51092,"Reims cedex, Cellule des marchés publics",,(+33) -10-73-60-39,,,cellulemarches@chu-reims.fr,http://www.chu-reims.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-30438,centre de gestion 54,None,Sandrine Jeannin,,,2 allée pelletier Doisy,54600,Villers-les-Nancy,,03-83-67-48-10,,,,http://www.54cdgplus.fr,http://www.eu-supply.com/cdg54.asp,,,,,False,False,,False,False
21-33287,Communauté de Communes Vaison Ventoux,None,"M. Larguier Jean Pierre, Président",,,"375, avenue Gabriel Peri",84110,Vaison-La-Romaine,,(+33) 4-90-36-16-29,,,j.daubert@vaison-ventoux.fr,http://www.vaison-ventoux.fr/,http://www.klekoon.com,,,,,False,False,,False,False
21-1779,Centre Hospitalier Edouard Toulouse,26130007300010,,,FRL04,118 chemin de Mimet,13917,Marseille,,,,,correspondre@aws-france.com,https://www.ch-edouard-toulouse.fr,http://marchespublics.ght13.fr/,,,,,False,True,,False,True
21-31704,UNEDIC,None,Direction Ressources Humaines et Services généraux,,,4 rue Traversière,75012,75012 - PARIS 12,,01-44-87-64-91,,,aoeassurances@unedic.fr,http://unedic.org,,,,,,False,False,,False,False
21-24591,ETB PUBLIC DEPT LE VILLAGE DU FIER,None,,,FR,424 route de l'Aiglière,74370,ARGONAY,,,,,comptabillite@villagedufier.org,https://buyer.safetender.com,https://buyer.safetender.com,,,,,False,False,,False,False
21-1310,SMECTOM DU PLANTAUREL,24090039900017,,,FRJ21,"Madame la Présidente, Florence ROUCH, Las Plantos",09120,Varilhes,,(+33) 5-61-68-02-02,,,marchespublics@smectom.fr,http://www.smectom.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-19002,CENTRE HOSPITALIER REGIONAL D ORLEANS,None,,,FRB06,658 rue des Bourgoins,45207,AMILLY,,(+33) 2-38-95-98-91,,,cellulemarches@ch-montargis.fr,https://www.ch-montargis.fr/accueil/,,,,,,False,True,,False,True
21-22973,Mairie d'Odos,None,"Mme LOUBRADOU Isabelle, Présidente du CCAS",,,place Marguerite de Navarre,65310,ODOS,,05-62-45-11-16,,05-62-45-06-22,ccas@ville-odos.fr,,http://www.klekoon.com,,,,,False,False,,False,False
21-20512,SAEML VENDEE ENERGIE,None,,,FRG05,3 rue du marechal Juin CS 80040,85036,La Roche sur Yon,,(+33) -51-45-88-77,,,administratif@vendee-energie.fr,https://vendee-energie.fr,http://vendee-energie.e-marchespublics.com,,,,,True,False,,False,True
21-40877,,,,,,,,,,,,,,,,,,,,,,,,
21-29063,MINDEF / EMA / DC SCA / PFAF SE,None,,,,"MINARM / EMA / DC SCA / PFC SUD, BCRM TOULON BP 42",83800,Toulon,,,,,laura.grasset@intradef.gouv.fr,,https://www.marches-publics.fr,,,,,False,False,,False,False
21-4844,COMMUNE DE CARCASSONNE,21110069800011,,,FRJ11,32 Rue Aimé Ramond,11835,Carcassonne cedex 9,,,,,marches@mairie-carcassonne.fr,https://www.carcassonne.org,https://marchespublics.aude.fr,,,,,False,True,,False,True
21-18126,CENTRE REGIONAL OEUVRES UNIV SCOLAIRES,None,,Service Achats,FRD,135 boulevard de l'Europe.,76100,Rouen,,(+33) 2-32-08-50-31,,,marche@crous-normandie.fr,http://www.crous-normandie.fr/,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-1728,Commune de Maubeuge,None,,,FRE11,Hôtel de Ville BP 80269 Place du Docteur Pierre-Forest,59607,Maubeuge cedex,,,,,marches-publics@ville-maubeuge.fr,http://www.ville-maubeuge.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-11282,CCAS,None,"M. De Niort Le maire, Maire de Niort",Service des marchés publics de la Ville de Niort,,1rue de l'ancien musée Cs58755,79027,Niort cedex,,05-49-78-78-48,,,marchespublics@mairie-niort.fr,http://www.vivre-a-niort.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-36759,Régie des Pistes de Tignes,42991483100012,,,FRK27,La Marlière,73320,Tignes,,(+33) 4-79-06-32-00,,(+33) 4-79-06-47-46,fbonnevie@tignes.net,http://www.mairie-tignes.fr/,http://www.marches-publics.info/,,http://www.marches-publics.info/,http://www.marches-publics.info/,,False,True,,False,True
21-36266,Groupe CCIR Paris Ile-de-France,None,,,FR1,47-49 Rue de Tocqueville,75017,Paris,,,,,acheteurs@cci-paris.idf.fr,http://www.cci-paris-idf.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=717287&orgAcronyme=l2m,https://www.marches-publics.gouv.fr,,False,True,,False,True
21-23861,NOVIM,None,Mme Vigneron Sylvie,,,"33 Boulevard Antonio Vivaldi, CS 70097",42003,Saint étienne cedex 1,,,,,,,,,,,,False,False,,False,False
21-5239,CENTRE COMMUNAL D ACTION SOCIALE,26060022600070,,,FRL03,2 avenue de la libération - BP 83,06602,Antibes cedex,,(+33) 4-92-91-38-27,,(+33) 4-92-91-38-79,cde.publique@ccas-antibes.fr,https://www.marches-securises.fr,https://www.marches-securises.fr,,,,,False,True,,False,True
21-8220,VILLE DE FONTAINE,21380169900017,,,FRK24,89 Mail Marcel Cachin,38600,Fontaine,,,,(+33) 4-76-28-76-07,marches@ville-fontaine.fr,http://www.ville-fontaine.fr,http://www.ville-fontaine.fr,,,,,False,True,,False,True
21-1021,MAIRIE DE SAINT-ANDRE DES EAUX,21440151500017,,,FR,"5, place de la Mairie",44117,SAINT-ANDRE DES EAUX,,(+33) 2-51-10-62-62,44117,,dgs@ville-st-andre-des-eaux.fr,http://www.saint-andre-des-eaux.fr,https://demat.centraledesmarches.com,https://demat.centraledesmarches.com/7054517,https://demat.centraledesmarches.com/7054517,,,False,True,,False,True
21-281,Mairie d'Albert,None,Bertrand FIEVET,,,Place Emile Letucrq,80300,Albert,,03-22-74-38-54,,,s.choquet@mairie-albert.fr,http://www.ville-albert.fr/,http://www.klekoon.com/appel-offres/acheteurs-publics/mairie-albert-86309,,,,,False,False,,False,False
21-15729,OFFICE PUBLIC DE L HABITAT DE L AUDE,27110003400013,,,FRJ11,"1 Place Saint Etienne, Cs 40021",11890,Carcassonne,,(+33) 4-68-10-32-62,,,correspondre@aws-france.com,https://www.habitat-audois.fr,https://agysoft.marches-publics.info/,,,,,False,True,,False,True
21-20477,RESIDENCE DU PAYS CAPDENACOIS,None,,,FR,"2, VINCENT AURIOL",12700,CAPDENAC GARE,,(+33) 5-65-64-75-86,,,nathalie.blancher@neuf.fr,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,,,False,True,,False,True
21-26940,Syndicat Intercommunal d'Eau et d'Assa,None,"M. ALABERT Francis, Président",,,41 rue l'étang,76190,Yvetot,,02-35-56-19-80,,,marchespublics@eaucauxcentral.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
21-18232,Ville de Reignier-Esery,21740220500017,,,FRK28,"Mairie de Reignier, 197 Grande Rue",74930,Reignier-ésery,,(+33) 4-50-43-40-03,,(+33) 4-50-43-47-62,secretariat@reignier-esery.com,http://www.reignier-esery.com,http://www.reignier-esery.com,,,,,True,False,,False,True
21-1529,CCI de Nice Côte d'Azur,TVA FR 18060001,,https://www.marches-publics.gouv.fr,FRL03,20 boulevard carabacel - CS 11259,06005,Nice,,(+33) 4-93-13-74-23,,(+33) 4-93-13-75-00,marches@cote-azur.cci.fr,http://www.cote-azur.cci.fr,https://www.marches-publics.gouv.fr,,,,,False,True,,False,True
21-2599,COMMUNE DE CAVALAIRE SUR MER,None,,,FRL05,109 RUE GABRIEL PERICS 50150,83240,Cavalaire sur Mer,,(+33) 4-94-00-48-00,,(+33) 4-94-64-60-43,acheteur.public@cavalaire.fr,http://www.cavalaire.fr,http://www.marches-securises.fr,,,,,False,True,,False,True
21-27055,CNAVTS de Paris,None,,,FR,110 avenue de Flandre,75951,Paris cedex 19,,,,,jean-luc.de-munck@cnav.fr,http://www.lassuranceretraite.fr,https://meoss.achatpublic.com,,https://meoss.achatpublic.com,https://meoss.achatpublic.com,,False,True,,False,True
21-5813,MINDEF/AIR/SIAé,None,Madame la Directrice de l'AIA de Clermont-Ferrand,,,ATELIER INDUSTRIEL DE L'AERONAUTIQUE161 avenue du Brézet - CS 70501,63028,CLERMONT-FERRAND CEDEX 2,,,,,morgane.bretteville@intradef.gouv.fr,,,,,,,False,False,,False,False
21-2833,Communauté agglomération du Grand Dax,None,,Monsieur le Président,FRI13,20 Avenue de la Gare - CS 10075,40102,Dax cedex,,,,,commande.publique@grand-dax.fr,http://www.grand-dax.fr,http://marchespublics.landespublic.org,,,,,False,True,,False,True
21-1051,Centre Hospitalier de Pau,None,Direction des Achats,,,4 Boulevard Hauterive,64046,Pau cedex,,,,,,https://www.ch-pau.fr/,https://www.achatpublic.com/,,,,,False,False,,False,False
21-5612,SETEC ORGANISATION PR BORDEAUX METROPO,None,M. GAILLAT Etienne,,,42-44 rue Général de Larminat,33000,Bordeaux,,05-24-54-55-40,,,bordeaux@orga.setec.fr,,https://marchesonline.achatpublic.com/sdm/ent/gen/ent_recherche.do,,,,,False,False,,False,False
21-9351,Ville de Giberville,21140301900014,,,FR,Esplanade Raymond Collet,14730,Giberville,,(+33) 2-31-35-74-74,,(+33) 2-31-72-20-25,fnormand@giberville.fr,http://www.centraledesmarches.com/,https://demat.centraledesmarches.com,https://demat.centraledesmarches.com/7055111,https://demat.centraledesmarches.com/7055111,,,False,True,,False,True
21-28716,Centre hospitalier Sainte-Anne,None,,,FR10,Direction de l'Ingénierie des Travaux de la Maintenance et du Patrimoine 1 rue cabanis,75674,Paris cedex 14,,(+33) 1-45-65-80-83,,,marchespublics-ditmp@ghu-paris.fr,http://www.ghu-paris.fr,,,,,,False,True,,False,True
21-38609,SIVOM Vallée de l'Yerres et des Sénart,25910270500011,,Service des marchés publics,FR104,Route du Tremblay,91480,Varennes-jarcy,,(+33) 1-69-00-96-90,,(+33) 1-69-00-19-03,marches.publics@sivom.com,http://www.sivom.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_QICH0tvnGE,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_QICH0tvnGE,http://www.achatpublic.com,False,True,,False,True
21-41956,,,,,,,,,,,,,,,,,,,,,,,,
21-7476,CITALLIOS,None,,,FR105,65 rue des trois Fontanot - 92024 Nanterre Cédex,92020,Nanterre cedex,,,,,n.fol@citallios.fr,http://www.citallios.fr/,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-29124,Sytevom,None,,,FRC23,Les Fougères,70130,Noidans le ferroux,,,,,szuchelli@sytevom.org,http://sytevom.org,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
21-21470,COMMUNE DE SAUVIAN,21340298500112,,,FRJ13,17 avenue Paul Vidal,34410,Sauvian,,(+33) 4-67-39-50-27,,,contact@ville-sauvian.com,https://www.ville-sauvian.fr,http://agglobeziers.marches-publics.info,,,,,False,True,,False,True
21-27337,Communauté Urbaine Caen la mer,None,,,FRD11,"16, Rue Rosa Parks Cedex 9 CS 52700",14050,CAEN,,,,,spc@caenlamer.fr,http://www.caenlamer.fr/,http://www.achatpublic.com/,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_elFaVcQEXt,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_elFaVcQEXt,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2021_elFaVcQEXt,,False,True,,False,True
21-11613,COMMUNAUTE COMMUNES HUISNE SARTHOISE,24720068600100,,,FRG04,25 rue Jean Courtois,72403,La Ferté-Bernard,,(+33) 2-43-60-72-71,,(+33) 2-43-60-15-80,direction@huisne-sarthoise.com,http://www.huisne-sarthoise.com,http://www.marches-publics.info/,,,,,True,False,,False,True
21-41277,,,,,,,,,,,,,,,,,,,,,,,,
21-10133,COMMUNE DE MARSAC SUR L ISLE,21240256400018,,,FRI11,"95, Route de Bordeaux, Parc de l'Hôtel de Ville",24430,Marsac Sur L'Isle,,(+33) 5-53-06-47-47,,(+33) 5-53-04-17-30,contact@marsac.org,http://www.marsacsurlisle.fr/,http://marchespublics.dordogne.fr,,,,,False,True,,False,True
21-800,Régie des Transports Métropolitains,None, Marchés Publics Entité,,,80 boulevard du métro,13013,Marseille,,04-91-10-52-25,,04-91-10-52-59,marchespublics@rtm.fr,,https://www.achatpublic.com,,,,,False,False,,False,False
21-346,commune de Riantec,None,,,FRH04,PLACE DE LA MAIRIE,56670,RIANTEC,,,,,contact@mairie-riantec.bzh,http://www.riantec.bzh,,,,,,False,True,,False,True
21-1048,Département des Pyrénées-Atlantiques,None,,,FRI15,"64, avenue Jean Biray",64058,Pau cedex 9,,,,,julie.marchand@le64.fr,http://eadministration.lafibre64.fr,http://eadministration.lafibre64.fr,,,,,False,True,,False,True
20-149401,LA POSTE - VERSPIEREN,None,,,FR,1 Avenue  François Mitterrand,59290,WASQUEHAL,,,,,aolaposte@verspieren.com,http://www.laposte.fr,,,,,,False,True,,False,True
21-37818,Commune de Bures sur Yvette,21910122700011,,,FR104,"Service Marchés Publics, 45 rue Charles De Gaulle",91440,Bures sur Yvette,,(+33) 1-69-18-24-19,,,marchespublics@bsy.fr,http://www.mairie-bures-sur-yvette.fr,https://www.marches-publics.info/,,https://www.marches-publics.info/,https://www.marches-publics.info/,,False,True,,False,True
21-18113,SA HLM LES FOYERS,None,,,FRH03,5 rue de Vezin,35000,Rennes,,,,,jean-charles.lauwereys@sahlm-lesfoyers.com,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2020_sqABAEgbO6&v=1&selected=0,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2020_sqABAEgbO6&v=1&selected=0,,,,,True,False,,False,True
21-26974,UNIVERSITE PARIS III SORBONNE NOUVELLE,19751719600014,,DAF Pôle Marchés Publics,FR101,17 rue de la Sorbonne,75005,Paris,,,,,marches.publics@sorbonne-nouvelle.fr,http://www.univ-paris3.fr/,https://www.marches-publics.gouv.fr/,,,,,False,True,,False,True
21-5694,MAIRIE DE CARPIQUET,None,,Accueil mairie,FRD11,1 Avenue Charles de Gaulle,14670,CARPIQUET,,(+33) -02-31-71-20-20,,(+33) -02-31-26-09-39,christian.fauchon@carpiquet-mairie.fr,http://www.carpiquet-mairie.e-marchespublics.com,http://www.carpiquet-mairie.e-marchespublics.com,,,,,False,True,,False,True
21-26431,Ville de Cogolin,None,,,FRL05,Place de la République,83310,Cogolin,,(+33) 4-94-56-65-49,,(+33) 4-94-56-65-40,marchespublics@cogolin.fr,http://www.cogolin.fr/,http://cogolin.e-marchespublics.com,,,http://cogolin.e-marchespublics.com,,False,True,,False,True
20-159420,Commune de Seyssinet-Pariset,21380485900014,,,FRK24,Place André Balme,38172,Seyssinet-Pariset,,(+33) 4-76-70-53-53,,(+33) 4-76-70-12-03,ville@mairie-seyssinet-pariset.fr,http://www.seyssinet-pariset.fr,http://www.seyssinet-pariset.fr,,,,,False,True,,False,True
21-9565,GRAND CALAIS TERRES & MERS,20009075100013,,Le service des marchés publics,FRE12,"76 boulevard Léon Gambetta, BP21",62101,Calais cedex,,(+33) 3-21-19-55-00,,(+33) 3-21-19-55-09,marches.publics@grandcalais.fr,http://www.grandcalais.fr,https://marchespublics596280.fr,,,,,False,True,,False,True
21-23848,Ville de Fontenay-sous-Bois,None,,Service achats,FR107,4 esplanade Louis Bayeurte,94125,Fontenay-sous-Bois,,(+33) 1-49-74-77-44,,,achats@fontenay-sous-bois.fr,https://www.fontenay.fr/,http://Marches.maximilien.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=359115&orgAcronyme=a1,,,,,True,False,,False,True
21-31586,MINISTERE DE LA CULTURE,None,,,FRL04,Plage de l'Estaque 147,13016,Marseille,,(+33) 4-91-14-28-11,,,emilie.aurousseau@culture.gouv.fr,https://www.culture.gouv.fr/Sites-thematiques/Archeologie/Archeologie-sous-les-eaux,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=693159&orgAcronyme=f5j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=693159&orgAcronyme=f5j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=693159&orgAcronyme=f5j,False,True,,False,True
21-31433,CDC de la Plaine d'Estrées,None,"Mme MERCIER Sophie, Présidente",,,"1, rue de la Plaine",60190,ESTREES SAINT DENIS,,03-44-41-31-43,,,correspondre@aws-france.com,https://www.ccplaine-estrees.com/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
21-2514,UNIVERSITE CLERMONT AUVERGNE,None,,,FRK1,"49 bd François Mitterrand, CS 60032",63001,Clermont-ferrand cedex 1,,(+33) 4-73-17-72-98,,,achats@uca.fr,http://www.uca.fr,,,,,,True,False,,False,True
21-40462,,,,,,,,,,,,,,,,,,,,,,,,
21-38724,COMMUNE DE NOYELLES-SOUS-LENS,None," ROGER Alain, Président",,,"17, rue de la République",62221,NOYELLES SOUS LENS,,(+33) 3-21-13-02-30,,(+33) 3-21-13-02-30,aroger@noyelles.net,http://noyelles-sous-lens.net/,http://noyelles-sous-lens.e-marchespublics.com/,,,,,False,False,,False,False
